Company,Website,Phone,City,State,Territory,LinkedIn,Natoli_Fit,Industry,Re_Engagement_Focus
"VITAPHARMA PERU","http://www.vitapharma.com.pe","123-456-7891","Lima","LIM","International","https://www.linkedin.com/company/vitapharma-peru","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VITARICH LABORATORIES, INC.","http://www.vitarich.com","123-456-7894","City C","NY","Northeast","https://www.linkedin.com/company/vitarich-laboratories","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VITAWORLD, INC.","http://www.vitaworld.com","877-555-0147","Harrison","NY","Northeast","https://www.linkedin.com/company/vitaworld-inc","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VIVIL A. MULLER GMBH & CO. KG","http://www.vivil.de","+49 123 456789","DÃ¼sseldorf","NRW","International","https://www.linkedin.com/company/vivil-a-muller-gmbh-co-kg","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VN LABS","http://www.vnlabs.com","555-987-6543","San Diego","CA","West","https://www.linkedin.com/company/vn-labs","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VOKE TAB","http://www.voketab.com","123-456-7890","San Diego","CA","West","https://www.linkedin.com/company/voke-tab","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VORTOOL MANUFACTURING LTD","http://www.vortool.com","456-789-0123","Toronto","ON","Canada","https://www.linkedin.com/company/vortool-manufacturing","Engineering","CDMO","Look for: Tablet capacity utilization, tooling wear patterns, new client wins"
"VPI COMPOUNDING","https://www.vpicompounding.com","800-123-4567","Pittsburgh","PA","Northeast","https://www.linkedin.com/company/vpi-compounding","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VR WESSON / FANSTEEL","http://www.fansteel.com","800-123-4567","North Chicago","IL","Midwest","https://www.linkedin.com/company/fansteel","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VTV THERAPEUTICS LLC","http://www.vtvtherapeutics.com","336-283-1853","Winston-Salem","NC","Southeast","https://www.linkedin.com/company/vtv-therapeutics/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VWR INTERNATIONAL","http://www.vwr.com","800-932-5000","Radnor","PA","Northeast","https://www.linkedin.com/company/vwr-international/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"W.R. GRACE & COMPANY","http://www.grace.com","410-531-4000","Columbia","MD","Northeast","https://www.linkedin.com/company/w-r-grace-&-company/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WAKUNAGA PHARMACEUTICAL CO. LTD.","https://www.wakunaga.com","800-421-2998","Mission Viejo","CA","West","https://www.linkedin.com/company/wakunaga-pharmaceutical-co-ltd","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WALLWORK CAMBRIDGE LIMITED","http://www.wallworkht.com","01223-456789","Cambridge","UK","International","https://www.linkedin.com/company/wallwork-cambridge-limited","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WAMPOLE INCORPORATED","https://www.wampole.com","xxx-xxx-xxxx","Harrison","NJ","Northeast","https://www.linkedin.com/company/wampole-incorporated","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WASHINGTON HOMEOPATHIC PRODUCTS","http://www.homeopathyworks.com","800-336-1695","Washington","DC","Northeast","https://www.linkedin.com/company/washington-homeopathic-products","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WEIFA AS","http://www.weifa.no","47-21-00-00-00","Oslo","","International","https://www.linkedin.com/company/weifa-as","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WEITECH INC.","http://www.weitech.com","800-555-0199","San Diego","CA","West","https://www.linkedin.com/company/weitech-inc","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WELLCOME FOUNDATION, THE","https://wellcome.org","020-7611-8888","London","","International","https://www.linkedin.com/company/wellcome","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WEST COAST LABORATORIES, INC.","http://www.westcoastlaboratories.com","408-555-0123","San Jose","CA","West","https://www.linkedin.com/company/west-coast-laboratories-inc","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WEST SALEM PACKAGING","http://www.westsalem.com","800-722-1644","West Salem","WI","Midwest","https://www.linkedin.com/company/west-salem-packaging","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WESTECH ENGINEERING LLC","http://www.westechengineering.com","xxx-xxx-xxxx","Mason","OH","Midwest","https://www.linkedin.com/company/westech-engineering-llc","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WESTERN PHARMACEUTICAL INDUSTRIES","http://www.westernpharma.com","xxx-xxx-xxxx","Los Angeles","CA","West","https://www.linkedin.com/company/western-pharmaceutical-industries","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WESTERN RESEARCH","http://www.westernresearch.com","405-321-0000","Norman","OK","Southeast","https://www.linkedin.com/company/western-research","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WESTERN UNIVERSITY OF HEALTH SCIENCES","http://www.westernu.edu","909-469-5500","Pomona","CA","West","https://www.linkedin.com/school/western-university-of-health-sciences","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WHITEHALL","http://www.whitehallmfg.com","800-555-0123","Whitehall","PA","Northeast","https://www.linkedin.com/company/whitehall-manufacturing","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WILDLIFE PHARMACEUTICALS","http://www.wildlifepharmaceuticals.com","555-987-6543","Madison","WI","Midwest","https://www.linkedin.com/company/wildlife-pharmaceuticals","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WILDONGER ENGR. & MACH. CO.","http://www.wildonger.com","314-555-0199","St. Louis","MO","Midwest","https://www.linkedin.com/company/wildonger-engineering-and-machining","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WINTHER MEDICO A/S","http://www.winthermedico.com","+45 70 20 30 40","Aarhus","XX","International","https://www.linkedin.com/company/winther-medico","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WOCKHARDT","https://www.wockhardt.com","973-290-6000","Parsippany","NJ","Northeast","https://www.linkedin.com/company/wockhardt/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WOHL ASSOCIATES, INC.","http://www.wohlassociates.com","847-541-9500","Buffalo Grove","IL","Midwest","https://www.linkedin.com/company/wohl-associates-inc/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WOOD DALE PHARMACY","http://www.wooddalepharmacy.com","630-595-2222","Wood Dale","IL","Midwest","https://www.linkedin.com/company/wood-dale-pharmacy","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WORKHORSE GLOBAL","https://www.workhorse.com","513-360-2000","Cincinnati","OH","Midwest","https://www.linkedin.com/company/workhorse-group-inc","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WYETH PAKISTAN LTD","https://www.pfizer.com.pk","92-21-111-111-123","Karachi","Sindh","International","https://www.linkedin.com/company/pfizer","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"WYKLE RESEARCH, INC.","http://www.wykleresearch.com","513-772-2000","Cincinnati","OH","Midwest","https://www.linkedin.com/company/wykle-research-inc-","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"XCEL LABORATORIES - IL","http://www.xcellabs.com","847-520-1300","Schaumburg","IL","Midwest","https://www.linkedin.com/company/xcel-laboratories","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"XENON PHARMACEUTICALS","http://www.xenon-pharma.com","604-123-4567","Burnaby","BC","Canada","https://www.linkedin.com/company/xenon-pharmaceuticals","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"XLEAR, INC.","http://www.xlear.com","801-756-1000","Springville","UT","Rocky Mountain","https://www.linkedin.com/company/xlear","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"XSPRAY PHARMA","http://www.xspraypharma.com","123-456-7890","Stockholm","SE","International","https://www.linkedin.com/company/xspray-pharma","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"YERKES PRIMATE RESEARCH CENTER","https://www.yerkes.emory.edu","404-727-7740","Atlanta","GA","Southeast","https://www.linkedin.com/company/yerkes-primate-research-center","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"YOUNGTECH PHARMACEUTICALS, INC.","http://www.youngtechpharma.com","310-555-0147","Los Angeles","CA","West","https://www.linkedin.com/company/youngtech-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"YUNIGEN LLC","http://www.yunigen.com","888-986-4436","Henderson","NV","West","https://www.linkedin.com/company/yunigen","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ZAMBON LABORATORIES","http://www.zambon.com","xxx-xxx-xxxx","Morris Plains","NJ","Northeast","https://www.linkedin.com/company/zambon","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ZANDMPROLAB LLC","http://www.zandmprolab.com","xxx-xxx-xxxx","San Diego","CA","West","https://www.linkedin.com/company/zandmprolab","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ZEISS RESEARCH LTD.","http://www.zeiss.com","xxx-xxx-xxxx","Thornwood","NY","Northeast","https://www.linkedin.com/company/zeiss","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ZELGEN","http://www.zelgen.com","123-456-7890","San Diego","CA","West","https://www.linkedin.com/company/zelgen","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ZERIA PHARMACEUTICAL CO. LTD.","http://www.zeria.co.jp","xxx-xxx-xxxx","Tokyo","JP","International","https://www.linkedin.com/company/zeria-pharmaceutical","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ZETA FARMACEUTICI S.P.A.","http://www.zetafarmaceutici.com","39-02-12345678","Milan","Lombardy","International","https://www.linkedin.com/company/zeta-farmaceutici","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ZEYTAA LLC","http://www.zeytaa.com","123-456-7890","New York","NY","Northeast","https://www.linkedin.com/company/zeytaa","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ZHEJIANG HUAHAI PHARMACEUTICAL CO., LTD.","http://www.huahaipharm.com","86-575-12345678","Shaoxing","Zhejiang","International","https://www.linkedin.com/company/zhejiang-huahai-pharmaceutical","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ZIRCOA INC.","http://www.zircoa.com","xxx-xxx-xxxx","City","XX","International","https://www.linkedin.com/company/zircoa","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ZISKA PHARMACEUTICALS LTD","http://www.ziskapharma.com","91-22-2581-3000","Mumbai","MH","International","https://www.linkedin.com/company/ziska-pharmaceuticals-ltd","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ZOECON CORPORATION","http://www.zoecon.com","800-248-7763","Dallas","TX","Southeast","https://www.linkedin.com/company/zoecon-corporation","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ZOETIS PHARMACEUTICAL RESEARCH PVT LTD","http://www.zoetis.com","800-368-6387","Kalamazoo","MI","Midwest","https://www.linkedin.com/company/zoetis","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
