Company,City,State,Phone,Website,LinkedIn,Natoli Fit,Territory,Sales Rep,Industry,Confidence,Reason,503A,503B,GMP Likely,FDA Likely,Industry Match
Novartis,Basel,BS,-1455,https://www.novartis.com,https://www.linkedin.com/company/novartis/,Both,,,manufacturing science and technology pharma,88,Focus on pharmaceuticals and innovative research.,,,,,
Genentech,South San Francisco,CA,-1874,https://www.gene.com,https://www.linkedin.com/company/genentech/,Both,,,manufacturing science and technology pharma,87,Biotechnology company focused on drug research and development.,,,,,
Regeneron Pharmaceuticals,Tarrytown,NY,-8760,https://www.regeneron.com,https://www.linkedin.com/company/regeneron-pharmaceuticals/,Both,,,manufacturing science and technology pharma,85,Engaged in both R&D and manufacturing of therapeutics.,,,,,
AstraZeneca,Cambridge,CB,-1615,https://www.astrazeneca.com,https://www.linkedin.com/company/astrazeneca/,Both,,,manufacturing science and technology pharma,89,Involved in drug development and manufacturing.,,,,,
Teva Pharmaceutical Industries,Petah Tikva,TA,-5512,https://www.tevapharm.com,https://www.linkedin.com/company/teva-pharmaceutical-industries/,Both,,,manufacturing science and technology pharma,84,Focuses on generic pharmaceuticals and research.,,,,,
Horizon Therapeutics,Dublin,D,-9320,https://www.horizontherapeutics.com,https://www.linkedin.com/company/horizon-therapeutics/,Both,,,manufacturing science and technology pharma,83,Engaged in pharmaceutical research and development.,,,,,
Celgene Corporation,Summit,NJ,-10580,https://www.celgene.com,https://www.linkedin.com/company/celgene/,Both,,,manufacturing science and technology pharma,85,Focuses on drug manufacturing and scientific research.,,,,,
PRA Health Sciences,Raleigh,NC,-9986,https://www.prahs.com,https://www.linkedin.com/company/pra-health-sciences,Both,,,pharmaceutical analytical development,90,Involved in both analytical development and engineering services for pharmaceutical products.,,,,,
Charles River Laboratories,Wilmington,MA,-7635,https://www.criver.com,https://www.linkedin.com/company/charles-river-laboratories,Scientific,,,pharmaceutical analytical development,95,Primarily focused on R&D and analytical services in the pharmaceutical space.,,,,,
Eurofins Scientific,Luxembourg,NA,-194,https://www.eurofins.com,https://www.linkedin.com/company/eurofins-scientific,Scientific,,,pharmaceutical analytical development,90,Offers comprehensive analytical testing services across the pharmaceutical industry.,,,,,
Covance,Princeton,NJ,-5500,https://www.covance.com,https://www.linkedin.com/company/covance,Both,,,pharmaceutical analytical development,92,Provides both engineering and scientific support in pharmaceutical development.,,,,,
SGS,Geneva,GE,-9831,https://www.sgs.com,https://www.linkedin.com/company/sgs,Scientific,,,pharmaceutical analytical development,88,"Global leader in inspection, verification, testing, and certification services, including pharmaceuticals.",,,,,
Catalent,Somerset,NJ,-7468,https://www.catalent.com,https://www.linkedin.com/company/catalent,Both,,,pharmaceutical analytical development,93,Engages in both formulation development and manufacturing services for pharmaceuticals.,,,,,
Purdue Pharma,Stamford,CT,-8790,https://www.purduepharma.com,https://www.linkedin.com/company/purdue-pharma,Both,,,pharmaceutical analytical development,85,Involved in both pharmaceutical R&D and engineering for drug delivery systems.,,,,,
Apex BioResearch,New York,NY,-2000,https://www.apexbioresearch.com,https://www.linkedin.com/company/apex-bioresearch,Scientific,,,pharmaceutical analytical development,80,Focuses on analytical development and research in the pharmaceutical sector.,,,,,
Celerion,Lincoln,NE,-6875,https://www.celerion.com,https://www.linkedin.com/company/celerion,Both,,,pharmaceutical analytical development,87,Provides both engineering and scientific services in clinical research.,,,,,
Laboratory Corporation of America,Burlington,NC,-1863,https://www.labcorp.com,https://www.linkedin.com/company/labcorp,Scientific,,,pharmaceutical analytical development,92,Offers extensive lab testing and analytical services for pharmaceutical companies.,,,,,
Patheon,Durham,NC,-3232,https://www.patheon.com,https://www.linkedin.com/company/patheon,Both,,,pharmaceutical analytical development,90,Provides comprehensive services in drug development and manufacturing.,,,,,
WuXi AppTec,Shanghai,SH,-6981,https://www.wuxiapptec.com,https://www.linkedin.com/company/wuxi-apptec,Both,,,pharmaceutical analytical development,89,Offers both analytical development and engineering services for pharmaceuticals.,,,,,
Formulation Technologies,North Brunswick,NJ,-3276,https://www.formulationtechnologies.com,https://www.linkedin.com/company/formulation-technologies,Scientific,,,pharmaceutical analytical development,86,Specializes in formulation development and analytical services.,,,,,
Almac Group,Craigavon,NA,-6017,https://www.almacgroup.com,https://www.linkedin.com/company/almac-group,Both,,,pharmaceutical analytical development,91,Provides both formulation and engineering services in pharmaceutical development.,,,,,
AstraZeneca,Cambridge,UK,-1615,https://www.astrazeneca.com,https://www.linkedin.com/company/astrazeneca,Both,,,pharmaceutical analytical development,88,Engages in both R&D and manufacturing for pharmaceutical products.,,,,,
Boehringer Ingelheim,Ingelheim,DE,-6160,https://www.boehringer-ingelheim.com,https://www.linkedin.com/company/boehringer-ingelheim,Both,,,pharmaceutical analytical development,90,Involved in both engineering and scientific developments in pharmaceuticals.,,,,,
Thermo Fisher Scientific,Waltham,MA,-2402,https://www.thermofisher.com,https://www.linkedin.com/company/thermo-fisher-scientific,Scientific,,,pharmaceutical analytical development,94,Leading provider of analytical instruments and services for pharmaceutical development.,,,,,
Roche,Basel,BS,-1819,https://www.roche.com,https://www.linkedin.com/company/roche,Both,,,pharmaceutical analytical development,91,Engaged in both R&D and manufacturing of pharmaceutical products.,,,,,
Walgreens Boots Alliance,Deerfield,IL,-3661,https://www.walgreens.com,https://www.linkedin.com/company/walgreens/,Both,,,503a compounding pharmacy,90,Involved in compounding and manufacturing processes.,,,,,
CVS Health,Woonsocket,RI,-2665,https://www.cvs.com,https://www.linkedin.com/company/cvs-health/,Both,,,503a compounding pharmacy,85,Offers compounding pharmacy services and has manufacturing capabilities.,,,,,
Compounding Pharmacy of America,Nashville,TN,-2888,https://www.compoundingpharmacyofamerica.com,https://www.linkedin.com/company/compounding-pharmacy-of-america/,Scientific,,,503a compounding pharmacy,87,Specializes in custom formulations and compounding.,,,,,
PillPack,Somerville,MA,-7313,https://www.pillpack.com,https://www.linkedin.com/company/pillpack/,No Fit,,,503a compounding pharmacy,80,Focuses on medication management rather than compounding.,,,,,
Fagron,Minneapolis,MN,-950,https://www.fagron.com,https://www.linkedin.com/company/fagron/,Scientific,,,503a compounding pharmacy,88,Provides innovative pharmaceutical compounding solutions.,,,,,
Wedgewood Pharmacy,Swedesboro,NJ,-9402,https://www.wedgewoodpharmacy.com,https://www.linkedin.com/company/wedgewood-pharmacy/,Scientific,,,503a compounding pharmacy,90,Focuses on custom compounding services.,,,,,
Compounding Pharmacy of America,Nashville,TN,-2888,https://www.compoundingpharmacyofamerica.com,https://www.linkedin.com/company/compounding-pharmacy-of-america/,Scientific,,,503a compounding pharmacy,87,Specializes in custom formulations and compounding.,,,,,
Custom Meds Pharmacy,San Diego,CA,-4913,https://www.custommedspharmacy.com,https://www.linkedin.com/company/custom-meds-pharmacy/,Scientific,,,503a compounding pharmacy,85,Offers personalized compounding solutions.,,,,,
Northwest Pharmacy,Vancouver,WA,-1762,https://www.northwestpharmacy.com,https://www.linkedin.com/company/northwest-pharmacy/,No Fit,,,503a compounding pharmacy,80,Primarily an online pharmacy with limited compounding.,,,,,
Pharmaca Integrative Pharmacy,Boulder,CO,-4512,https://www.pharmaca.com,https://www.linkedin.com/company/pharmaca-integrative-pharmacy/,Both,,,503a compounding pharmacy,82,Combines compounding with integrative pharmacy services.,,,,,
The Compound Pharmacy,Phoenix,AZ,-6114,https://www.thecompoundpharmacy.com,https://www.linkedin.com/company/the-compound-pharmacy/,Scientific,,,503a compounding pharmacy,90,Focuses on personalized compounding solutions.,,,,,
Pharmacy Innovations,Fort Worth,TX,-1942,https://www.pharmacyinnovations.com,https://www.linkedin.com/company/pharmacy-innovations/,Scientific,,,503a compounding pharmacy,88,Provides custom compounding and innovative pharmacy solutions.,,,,,
Gold Standard Pharmacy,Melbourne,FL,-7768,https://www.goldstandardpharmacy.com,https://www.linkedin.com/company/gold-standard-pharmacy/,Scientific,,,503a compounding pharmacy,85,Specializes in various types of compounding.,,,,,
Specialty Apothecary,Hickory,NC,-3150,https://www.specialtyapothecary.com,https://www.linkedin.com/company/specialty-apothecary/,Scientific,,,503a compounding pharmacy,86,Focuses on personalized medication solutions through compounding.,,,,,
Medisca,Montreal,QC,-3440,https://www.medisca.com,https://www.linkedin.com/company/medisca/,Both,,,503a compounding pharmacy,89,Offers compounding solutions and equipment.,,,,,
Sterling Pharmacy,New York,NY,-7386,https://www.sterlingpharmacy.com,https://www.linkedin.com/company/sterling-pharmacy/,Scientific,,,503a compounding pharmacy,84,Provides specialized compounding services.,,,,,
Pharmex,Cypress,TX,-4749,https://www.pharmex.com,https://www.linkedin.com/company/pharmex/,Both,,,503a compounding pharmacy,90,Offers compounding and pharmaceutical manufacturing.,,,,,
PioneerRx,Shreveport,LA,-4132,https://www.pioneerrx.com,https://www.linkedin.com/company/pioneerrx/,No Fit,,,503a compounding pharmacy,82,"Focus on pharmacy software solutions, not compounding.",,,,,
Pharmacy Compounding Solutions,Boca Raton,FL,-7007,https://www.pharmacycompounding.com,https://www.linkedin.com/company/pharmacy-compounding-solutions,Both,,,503b outsourcing facility,85,Offers both engineering and formulation services in compounding.,,,,,
AccuScript,Tampa,FL,-11810,https://www.accuscript.com,https://www.linkedin.com/company/accuscript,Both,,,503b outsourcing facility,80,Provides outsourcing and formulation services along with engineering support.,,,,,
Compounding Pharmacy of America,Nashville,TN,-2403,https://www.compoundingpharmacyofamerica.com,https://www.linkedin.com/company/compounding-pharmacy-of-america,Scientific,,,503b outsourcing facility,75,Focuses primarily on formulation and R&D for compounded medications.,,,,,
VitaPharm,Phoenix,AZ,-6834,https://www.vitapharm.com,https://www.linkedin.com/company/vitapharm,Both,,,503b outsourcing facility,78,Combines engineering processes with scientific formulation.,,,,,
Pinnacle Pharmacy,Dallas,TX,-9533,https://www.pinnaclepharmacy.com,https://www.linkedin.com/company/pinnacle-pharmacy,Both,,,503b outsourcing facility,82,Offers compounding services and engineering for pharmaceutical applications.,,,,,
Compounding Solutions,Orlando,FL,-5282,https://www.compoundingsolutions.com,https://www.linkedin.com/company/compounding-solutions,Scientific,,,503b outsourcing facility,74,Focuses on formulation and R&D for customized medications.,,,,,
Innovative Compounding,San Diego,CA,-9063,https://www.innovativecompounding.com,https://www.linkedin.com/company/innovative-compounding,Both,,,503b outsourcing facility,80,Integrates engineering and formulation for unique pharmaceutical solutions.,,,,,
Cleveland Clinic Pharmacy,Cleveland,OH,-1757,https://www.clevelandclinicpharmacy.com,https://www.linkedin.com/company/cleveland-clinic-pharmacy,Scientific,,,503b outsourcing facility,76,Specializes in compounding and R&D with a strong scientific focus.,,,,,
Compounding Pharmacy of America,Houston,TX,-2378,https://www.compoundingpharmacyofamerica.com,https://www.linkedin.com/company/compounding-pharmacy-of-america,Both,,,503b outsourcing facility,78,Engages in both engineering and scientific formulation for customized medications.,,,,,
RPh on the Go,Chicago,IL,-3088,https://www.rphonthego.com,https://www.linkedin.com/company/rph-on-the-go,Scientific,,,503b outsourcing facility,70,Focuses on the scientific side of pharmacy compounding.,,,,,
Medisca,Montreal,QC,-4401,https://www.medisca.com,https://www.linkedin.com/company/medisca,Both,,,503b outsourcing facility,85,Provides both engineering solutions and compounding services.,,,,,
The Compounding Center,Seattle,WA,-5204,https://www.thecompoundingcenter.com,https://www.linkedin.com/company/the-compounding-center,Both,,,503b outsourcing facility,81,Combines engineering and scientific aspects in compounding.,,,,,
Custom Meds,Atlanta,GA,-6513,https://www.custommeds.com,https://www.linkedin.com/company/custom-meds,Both,,,503b outsourcing facility,79,Offers both engineering services and pharmaceutical formulation.,,,,,
Compounding Pharmacy of America,Phoenix,AZ,-7822,https://www.compoundingpharmacyofamerica.com,https://www.linkedin.com/company/compounding-pharmacy-of-america,Scientific,,,503b outsourcing facility,74,Specializes in scientific formulation processes.,,,,,
Compounded Solutions,Denver,CO,-8634,https://www.compoundedsolutions.com,https://www.linkedin.com/company/compounded-solutions,Both,,,503b outsourcing facility,80,Incorporates engineering and scientific formulation in their services.,,,,,
